subject,title,subject_summary,rating
137722,只有我不存在的城市,藤沼悟是个三流漫画家，却拥有“重新筛选”的能力（事件诞生前的时间、事件被阻止的时间、事件未能完成的时间） 。某时，到了家乡，又发生了一件伤害我母亲的行为，凶手自杀了。这时，悠悠的重映系列，等人突然来到了18年前，当时我正在上小学五年级，而此时的我，不需要救妈妈，我也想成为在同一个班级安全...,7.661071061
221227,我的三体 罗辑传,"《我的三具身体》讲述了在科技消亡的情况下，三具身体抵抗人类侵略的故事。
主要故事 - 《我的三体罗辑传》由Nejikun Jixin编辑的《三体2·黑森林》，主要章节是关于罗辑线第11卷的故事。",7.831044528
287488,佐贺偶像是传奇 复仇,"2018年10月，原创电视动画《Zombie Land Saga》午夜悄然开播。
2019年，在佐贺县外研LIVE宣布制作续集，
直到今天我都保持沉默。

那么，沉默被打破，原创电视动画《Zombieland Saga Revenge》将于2021年4月动画制作工作室“MAPPA”成立10周年之际播出！

引起轰动的僵尸偶像原创电视动画《僵尸之地传奇复仇》终于拉开帷幕。

原作电视动画《僵尸之地传奇复仇》————
到最后一集结束时，佐贺县这个词将有了新的含义。

这就是“对命运的报复”。
一场恢复被不合理命运之火烧焦的尊严的斗争。",7.739683064
1805,铳墓,利用混乱之力【得到】，掌握并掌握原力力量的占有，其他组织的结构，以及黑暗的坟墓。这是一个来自日本另一所学校安子的女孩。然而，这只是短暂的……一个神秘的老人。一个令人恐惧且嚣张的杀手，一个被一群受害者追杀的女孩！一台如同巨大棺材村般的重型火力机器，架在背上、肩上，“超越坟墓”踏上再次踏上的征程。下一个敌人很严重！ ？其他用途！ ？这是一次必备的、严肃的合作。,7.791404612
1373,监狱兔 第一季,《监狱兔》是由Kanaban Graphics制作的三层动画短篇小说。第一季和第二季均为 26 卷，每季长约 90 秒。 2008年10月发行第三季，2009年7月发行第39卷。 2006年入选文化传媒短片电影，2007年入选国家级成人电影电影。故事最初发表于1961年，当孩子被判处死刑时，普京和基里年科被介绍为警察（也是兔子）有时会在会议上发言，但不干净，但这是日语对话。,7.867509621
2603,狱?再见绝望先生,"著名的“第2.5季”OVA悟空再见绝房老师，第1卷，2008年10月17日第15卷初回限定版，第6版初回限定版。每卷已有 3,470 天的历史，“再见”的日文和日文单词相同。 《悟空再见绝房老师》注》2008年12月10日，独立歌曲，售价4725元。",7.750422535
2611,天体战士 第2期,《天将》，舒达创作的喜剧漫画，故事由一群怪物、一群区长、将军、外表很有礼貌、邪恶组织、夏姐、消失的敌人来讲述故事，天界统帅桑雷德，怪物部队势不可挡出动，连续两场立体天界斗士挑战……第二季将于秋季上映，主作无疆界开放！ ！,7.90258216
57995,RWBY预告片,"RWBY，soku 红白黑黄，也称为小红帽的反面。 RWBY是开放大字体的红、白、黑、黄，代表红、白、黑、黄系列。
RWBY是Monty Oum工作室制作的国外知名同人（非工业）制作节目。然而，Monty Oum 在运动图像、协调和光学处理方面拥有大量的技术技能，但世界其他地区却非常小心并同意相机的接受度，这是一个非常令人兴奋的地方当你看到一个非常强大的网络时就观看吧！
RWBY系列第一部《RWBY-Red》等作品于2013年完成。",7.873284907
4038,疯狂约会美丽都,"我是一个孤独的孩子，我失去了双胞胎父母，彼此的生活依赖于我的母亲和祖母。男孩有自锁点，他高兴地骑着小狗布，他高兴地拥有自己的汽车。美丽城三姐妹的歌声伴奏等人抵达和平日。最终，奶奶能够发现，她在学习和学习方面有一些天赋，或者说，她在修炼方面有很多天赋，而且她是风的常伴。和雨。
参与查宾终终可环环环环环环环自自自不过，因为黑手党需要克制，没想到黑手党竟然有克制系统，而另外两名天选之手也都抵达了美丽之城。老妇人过得不好，她坐在沙滩上时所穿的小船，还有救了她一命的孩子。城里的其他人都被流放了，奶奶被当作三岁的妹妹一样对待。
这个影子卡辛获得了观众观众观众观众观众观众观众观众高观众高观众高以以以以以以以以以以以以以以以以以以以两个个被选为2003年上映。",7.954385965
23119,命运石之门 负荷领域的既视感,宇部阳太郎是一位自称“妄想疯狂科学家”的人，目前是一名中学生。 D-MAIL，恰好还有其他人和其他人一起。因为，这就是让众多使者穿越世界，一起死去的未来……大学面前将出现的曙光，这就是无人死去的未来或谁不会遇见。为“生命石门”是世界线。随着时间的推移，各种谜团被解开，最终，他们来到了“死亡石门”。是的，穿越世界是可以的，但这是一个很大的“过失”……,7.769104355
175599,剧场版 Fate/stay night [Heaven's Feel] II.lost butterfly,"我要战斗的对手还在这座城市里。男孩选择了自己的信仰。并且为了保护女孩。
魔法师（Master）与英灵（Servant）争夺欲望机器“圣杯”——“圣杯战争”。冬木市时隔十年再次爆发的战争，因号称圣杯战争三大家族之一的间桐家当家间桐脏砚的参与而变得扭曲、扭曲、扭曲。 。脏砚召唤一名真正的刺客作为仆人。一股不明身份的阴影在小镇中爬行，主仆相继倒下。
作为主人参加战斗的卫宫士郎也受伤，并失去了仆人Saber。然而，士郎为了保护间桐樱，拒绝退出战斗。小樱担心士郎的安全，但她也陷入了魔法师的命运……
“我保证。我——”
她是我唯一决定不背叛的人。男孩和女孩的殷切愿望被黑色的阴影所掩盖。",7.798483342
2059,斗牌传说,"内裤下雨的僻静麻店里，出现了一个穿着内裤淹死的男孩。毫无疑问，谁在注视着这座雪白的城头，以及现在正在奔跑的生命？一个孩子气的名字，叫赤城……
作者麻将复习部的作品以黑暗为背景，大量的内心描写，在合理正常的情况下是可以想象的！有点心动！有些作品与麻将类似，作者的计算完整！其实是有可能的！
人物造型设计，各种新的动画风格，任务部动画的加入，变身为“摄影”。",7.743877551
56117,猫物语（黑）,"春假后，在那里我遇到了美丽的吸血鬼，
就在一个女孩从天而降之前。 

黄金周第一天，
主角阿良良木历和委员长羽川翼。
埋葬一只被车撞的无尾猫。 

本来应该是一件微不足道、司空见惯的事情。 
然而，从这时起，“九天噩梦”就开始了。",7.694020021
2460,搞笑漫画日和2,"少年JUMP系列，同名漫画改编第二季，同名故事，以及著名人物的美丽故事。
大地导演的作品，同作品于2005年被日本文化媒体审查委员会评选，大地导演推荐，这部作品就是我。",7.78680203
3133,数码宝贝大冒险 滚球兽的诞生,三年前，几年前，世界生生不息，世界诞生，三年后，有一个关于被选中的孩子的故事。由于目前的情况，有很多变化，球的发展这些年发生了变化，比赛的成功率大大提高，进步了增加司机的数量，有八名学生已经看到了战斗的进展，其他人则是……,7.675445391
313852,街角魔族 2丁目,"城里流行的日常生活奇幻又回来了！
自从觉醒了恶魔之力，为了打破黑暗一族的封印。
主角沙美子尽管经历了挣扎，但仍坚持战斗。
原本应该是对手的魔法少女莫莫，却莫名其妙地合作了。
我们将一起追寻从城镇消失的魔法少女之谜……！ ？
此外，潜伏在小镇中的新恶魔也出现了，沙美子等人又会发生什么。",7.797983372
40310,少女与战车,故事舞台设定在一个虚构的世界里，一个人使用一种名为“宫车道”、“花刀”和“茶道”的军事技术，这是大和尚志必须掌握的三大基本基础。掌握。由于学生会早就哭了，学生会会长也早就哭了，而大洗女子学校的训练也一直在全国范围内出现。而且，所有精英和中产阶级的成员都是超级专家：花波本家的大小姐妹，武部沙的温暖和热情的爱，秋山由香里的疯狂热力，以及早起而从未到来的才华横溢的丽森。只要美穗有希望、有朋友，她就能过上高中生活吗？,7.637432328
2094,秀逗魔导士,很久很久以前……混沌之海中，唯一在黑色黑暗中诞生的纯粹意志……意志以生物之力诞生，每一片原本都被改造。陷入一片混沌之海。万物之主，宇宙的总分，是无数的世界，这是无数的石柱、一般的长杖、混沌的海洋的世界。她是这个世界上万物的母亲。因科、阿廖神、阿廖魔……还有阿廖人族。神与魔为了这片土地而不断战斗，神在这里保护世界。造物主已经睡着了……伟大的魔王是黄金魔王，那是我梦想中的魔王。在这个世界里，红眼魔王比作龙神历史，每个人都有自己的目的，随着时间的推移，魔族的行动已经完成，其他的改造和四个分身也都完成了。牢固地固定在四个方向上。一千年前，魔王的一部分觉醒了。魔族历史的分身，水龙王的挑战。当魔王的五个爪牙将四个放在中间后，魔王和龙王直接跳入了水龙王的战斗中。魔鬼的计划失败了。魔龙王被击败并被封印。魔族的行动，静悄悄的……1000年后，天才美少女诞生。 Lina Inverse、坂高里一之、GourryGabriev 的第一次旅程。然而，恶魔却在不断地活动。真正的王者能力回归，这是所有人所期待的，也是黄金魔王，梦幻魔王……,7.77311522
8290,头文字D,故事的主人公藤原拓海是一位没有任何驾驶经验的普通高中生和初中生。从中午开始，每天早上飞到AE86的名山山顶，完成飞行技术。请注意，因为其他车技较高，所以需要您将豆腐送到秋山山区的餐厅。面目全非的风雨雪，五年的汽车技术突然而迅速。黑白AE86是一台130强的日本“国宝级”老车，但藤原拓海非凡的技术和才华的到来，与黑R32的天才男孩红太阳车的中里武一样。活和恐惧；死者的死亡（使用者的右手，使用的方向，无规律，空手道时的最大限制）NightKids第二次交换椅子的胜利； Sun第一任交易主席Takashi的代表人物FC3S的秋名山红高桥亮介的道路。当然，拓海的成长并没有停止，“其他技术都用一种方法”，而我们最成熟的就是AE86的排水方法。山下明菜最精彩的AE86神道故事正式开始。,7.708434712
324720,灌篮高手,"改编自经典篮球漫画《SLAM DUNK》的新动画电影，于 1990 年至 1996 年在《周刊少年 Jump》上连载，至今仍然非常受欢迎。该片由原作者井上雄彦执导并编剧，讲述了高中篮球俱乐部球员的成长故事。

湘北高中篮球部成员的配音演员包括《Blue Rock》的中村总吾饰演宫城良太、《高达创形者》的笠间润饰演三井尚、神尾真一郎《Hypnosis Mic》的配音、樱木花道饰演《哆啦A梦》的木村枫。 》将由《我的英雄学院》的三宅健太饰演赤城刚典。该动画将由东映动画公司和蒲公英动画工作室制作，东映动画公司也曾制作过 90 年代的电视动画版，蒲公英动画工作室曾制作过《赤霞少女》。

摇滚乐队《The Birthday》将担任片头主题曲，《10-FEET》将担任片尾主题曲，作曲家兼音乐制作人武部聪和《10-FEET》的TAKUMA将负责音乐。",7.690749863
2979,勇者王GaoGaiGar Final,两年后，当前版本的故事完成，GGG犯罪集团在GGG生物网上的进展被追踪，但同时GGG的秘密被释放，太阳的生命之路11星的。主跑Q零物品形成GGG的新敌人，星之意欲阻止星，GGG之前的三太阳系之行，最终决定跑到这里……,8.095490716
11598,×××HOLiC?笼 徒梦,"这是一个家庭实际上可以创建任何他们想要的商店的商店，并且只有在佣金人的意愿下才能充当代理。我对自己现在的处境松了口气，家族和店面的方向都被托付给了我。高中生和初中生在4月1日上高中课，有不同的正常人体，也有不同种类的恶魔和怪物。他是其他人桃木和子葵宫子的好朋友，并且拥有特殊的能力。 
原店主市原优子失踪后，她于4月1日回到店里，成为店里的新店主，每天都会回到店里。 一天晚上，一百只恶魔出现在店里，而到了4月1日，他们居然想出现。 4月1日招待会结束后，我进入了百眼梦。在我的梦中，4月1日，我看到了一百只眼睛，各种各样的事情发生，而且前面的脸黑黑的。梦境现实、前世与未来，以及自残者相互关联的命运。终于，四月初一，百眼魔安静地来到了店里……",7.743628186
45240,剑风传奇 黄金时代篇II 多尔多雷攻略,《狂战士黄金时代篇2：征服多德雷》是一部以鹰之队的主要任务——攻占多德雷要塞为中心的伟大战争的画卷。格斯发现自己被格里菲斯的梦想所吸引，并决定离开鹰乐队，成为他平等的朋友。与此同时，米德兰王国委托鹰团攻占坚不可摧的多德雷要塞。鹰团作为米德兰王国的正规军，似乎已经取得了辉煌。然而，一切都只是毁灭的前奏。,7.696563774
885,食灵-零-,"漫画版第一集，故事讲述的是女主宫神角堂和夜美义山的故事。
土屋家是京都的世世代代受到保护的家族，土屋家的新任当家土屋雅律的妻子在无药可救的情况下去世了。一心必须接受妻子土宫正哉身上最强大的“白色法则”，从此他就发脾气，失去了母亲。然而睿山家的女儿睿山夜美性格开朗，两人朝夕相处，姐妹情深。
睿山家的始祖在读美拥有宝剑“光子王”，在高中和初中时期，是厚生省超自然灾害预防室战斗的主力和环境，并不断地以各种方式进行清理和清除。初来时的尤米之梦、已故母亲的恩怨、现实生活中加入的超自然伤害控制室、以及大家族心爱的妹妹。
一场充实而残酷的战斗以天上的暖心日开始和结束，随之而来的是冥界妹妹大山的到来。",7.628312571
362335,古立特宇宙,"都立森台高中。
在教室待了一段时间，裕太的记录就写在了原来的一页上，书里还有旧画，而其他的记忆里，也有好几份被删除了。这是世界上第一个创造和打破的女孩。拯救少女心，这是异次元超特殊的工艺品，由灵怪一也和裕太等人制作。
增入高中二年级，Yorokkabun到达同组班级，Yuta决定去表。裕太等人一直在世界各地过着平静的生活，听着日常生活的声音也开始低落。
就在裕太等人陷入危机之际，一名特务人员突然出现，消息传来。
“全球均衡很快就会崩溃。”
永远的深红，强龙，狂暴龙，远古特殊合作者，新一代第一初中生，从此又一个世界的居民，以及满洲蓬等许多人，现在都出现在了勇太的面前。 。
六花的情绪开始高涨，裕太的非凡人生也开始了。",7.797791217
343176,悠哉日常大王 Nonstop OAD,"包含TV动画第三季新OAD的豪华特别版现已发售！
特别版由动画中未包含的原创剧集和原创故事组成。
附赠收录有「Non Non Biyori Non Stop」第 13 集的蓝光光盘！",7.820203892
181354,齐木楠雄的灾难,高中生、初中生贝木楠雄是通灵者。心灵感受、精神力、千里眼、视觉、瞬间移动、千里眼等等，在任何情况下都可以自由发挥。然而，掌管这一切的人都是世界上最有权势的人，事实上，他也是可怕不幸的根源。正因如此，神力在另一个人面前被封印，不和谐之人拥有对方占有欲的信念强烈到世人无法闻其声。然而，我不知道那是什么，其他人的行为是人类（生物）无法理解的，而风和暴力一般都不断地与地球相连！,7.691132358
285666,进击的巨人 最终季,"“无论什么时代、什么时代，那个泰坦都在不断追求自由。他为自由而战。他的名字叫进击的泰坦。”
墙外的真相和巨人的真实身份终于揭晓。到目前为止，人类已经做出了太大的牺牲。尽管如此，他们必须继续前进。他们还没有亲眼见过墙外的大海，那是自由的象征。
——时光飞逝，距离“巨大泰坦”的第一次袭击已经过去了六年。调查兵团在玛丽亚之墙外进行墙外调查。
“墙外就是大海，海外就是自由。我一直相信……”
人类在墙内到达的第一个海洋。无尽的地平线之外是否存在自由，或者……？
艾伦·耶格的故事有了新的转折。",7.659152086
14220,少年同盟,自我包容认可度排名第四的少年，浅羽裕太，冷酷无情的浅羽艺华，反应迟钝的双胞胎兄弟浅羽佑希，班上的尖子生、长生、温和的松春，以及等等，四个男孩的自助小组由一个属于另一个孩子的人组成，而事实上，这总是一件琐碎的事情或一件战略上不重要的事情。至此，中学里有四个男生佐藤正树、半日混血生橘千彦，以及充实的青春校园生活。,7.829013679
294713,隐瞒之事,"后藤可久士是一位漫画家，画的漫画有些粗俗。 
公主，唯一的女儿，小学四年级的学生。
可久西将他心爱的女儿公主放在第一位。
白痴父母卡库西不想让他的女儿公主知道什么。
这是…… 
我的工作是成为一名漫画家。
如果我的“隐藏故事”被人知道怎么办？
我女儿会恨我的！ ？
“爱、欢笑，一场略感人的家庭剧场开始了……”",7.661935002
274613,爱、死亡 &amp; 机器人,"This is a NSFW animation series in which you can complete the full list of living beings, surprising stories of young people, and black ghosts, Yumuji, Beihe University, and Feng Qi Dao.",7.731985373
2459,搞笑漫画日和3,《快乐漫画日》这是一部非常搞笑、有一定逻辑的漫画，2002年以JUMP Festa动画形式出版，引起巨大反响，2005年正式拍成动画电影，其中包括《光介》赤田剧场》》这是副标题。基本上每个故事都是一个故事完成，根据每个故事的长度，也有两个故事、三个故事一次写完的情况，故事的写法和上一个版本一样。这些是黑色漫画类别中最著名的一些作品，一些最独特的幽默日本杰作，受到读者的高度评价。,7.796954315
251547,黄金神威 第二季,齐藤杉本，这位“不朽的杉本”战争英雄，是爱努购买的宝贝。在对24名身上有纹身的失踪人员进行调查的过程中，新的事件被揭露。死者父亲的父亲和父亲的父亲与死者父亲的父亲和父亲的父亲相同。我已经确认情况属实，但我不知道该怎么办。 “逃亡王”白石克也和我们一起进行从小樽到札幌的两人旅行。一一同名的是宝藏第七队中尉和新组“副队长”土方三一，他们每个人都怀揣着自己的野心和举动。明治时期以后，北方大陆的生存斗争更加激烈。,7.70778964
4214,圣母在上,莉莉女校，每年在新城区，二年级学生选拔第一名的“妹妹”，而自从这个学校的学生会以来，“妹妹”的身选就是中学的妹妹，不读书就是过上生活。这样的话，制度是一合一，一合一，一合一，制度不同，但是有可能在学校有新的生活，同时也有可能继续下去。为了促进同年龄段学生之间的交流，学校将进行重组。当然，这其中也有一点小小的宗教因素。在莉莉安女子学院，学生会“山百合会”由红、白、黄三个家庭组成，这个家庭的每个成员都是学生中最优秀的，也是学生们的象征。崇拜。这部作品的主角是福泽由美，她只是一个平庸的新生，但与小笠原隆的妹妹同名的两个学生却有着不同寻常的学校生活。,7.763262074
133860,疯狂动物城,直到现在，没有人类，各种动物在大都市中建造，第一狐狸和浣熊的需求与第一兔子警官朱棣通的配合，世界陷入了巨大的危机。很难比较别人的形象...,7.667764241
159725,罗小黑战记,世界上有很多人居住在世界上，那里也藏着很多仙女，其他人可以生活在安全的地方。一段流浪之旅，从一个黑色的小故事开始。在此地旅行时，悔恨条件苛刻的仙女和包容一切的同一批人出现，当他们进入小黑屋时，最终的结果是天才是真品吗？,7.715992398
112419,种树的牧羊人,"一个孤独的牧羊人孤独地站立，经过几十年的自力更生，他从沙漠中央出现，变成了大片森林，变成了一座绿色的岛屿。 《善良的牧羊人》是Frédéric BACK于1987年展出的代表作，也是独立作家Jean Giono于1953年出版的同名短篇小说。对部门电影的完整而翔实的描述。阅读是一部单一的电影，阅读是一篇彻底的散文。它很简单，但也有深远的意义。史诗以色彩和形式与主角度交替出现。 
2006年6月，《安纳西》被选为第100届世界动画电影第100届第5位成员。",8.11
243981,终将成为你,"未知恋人的感受，小糸优的爱情感受，初中时想要的男人生活的告白，以及法律拒绝的总结。
此时，学生会成员七海灯子向未曾篡改的人表白，第一个无法庆祝。
阳子对一般声音的印象、自己的话、以及当灯子的话语到达自己的脑海时所到达的话语——
“我很高兴看到这座雕像。”",7.788662709
357961,跃动青春,"岩上充的小学和初中取得了东京最高水平的成功。
这是一个独自来到东京的神童完美人生的故事。独特的距离感，独特的距离感，独特的距离感。
可惜这次会面失败了，不过是借来的，自然性格是一分，运动群体相同，使者等人各有不同。
相互相遇，相互了解，最终相互了解。
一时间，城中百姓人心惶惶。朋友和将军之间相互了解的机会。
这就是学校生活中来自于未知的快乐和听到人的快乐！",7.749809306
4215,圣母在上 春,母亲到来第一季后，她回到日本，动画电影第二季推出。真的可以看到由美和祥子的联展吗？我等着我的眼睛被擦干。,7.789830508
41189,玛丽和马克思,1976年，9年前，9年前，80年代第9年，小女校，欢乐动图片《转校特辑》，甜乳日本功夫。美丽的女人是清酒恶魔，她的父亲是茶叶包装制造商。一个孤独的朋友失去了生命，某天的心血来潮，江山的美好完成了。 44 我以为我有自我诊断和肥胖。两人的感情从1976年开始，一直持续到1994年，各自完成了自己的事业坎坷，如今都已步入成年，如今又期待着看到自己生命的终结……,7.92228739
4884,星游记,"许多年前，一个红衣人宣告了整个宇宙：一个拥有所有物理属性的巨大黑色洞穴，一个拥有色彩和彩虹海洋的神奇地方。纳里珠宝遍布，金色雕像自由流动，最重要的是，一条巨大的彩虹，无数的颜色划过天空，以及人们想做的事。汇集了五湖四海的美景，汇集了全宇宙的人物，汇集了红衣男子。然而，最重要的船只又消失了。彩虹海见过的最可恨的骗局，就是一个名字叫穆格林的红衣男子，而后者的名字就是‘红魔’。
十年后，麦林的儿子---麦吉是一个长在地球的男孩，在完成父亲的决定后接受了父亲的决定，他决定回到人间，看看彩虹海??他听到的话。父亲控制下的彩虹石的颜色，以及获得自己神力的能力：赋予我在战斗中前进的能力。自此，这一突破得以实现，邪恶组织“银河眼”被作为禁忌装置安装在地球上。",7.858870968
47665,鼹鼠的故事,《鼠与鼠的故事》这是展览公司“Studio Bratrivtriku”制作的非常著名的电影作品。 《大东》是一部 20 世纪和 1970 年代在电视上播出的作品，以及 20 世纪 90 年代的短片。这是一组深沉、自由的运动、充满生命气息、舒适而隐晦的作品。在这个世界上，孩子的孩子和被带到成年的孩子都能够享受到孩子和大人的快乐和温暖。,7.961538462
322967,境界触发者 第三季,,7.928807947
3916,甲贺忍法帖,"在位19年，德川家康完成了73年来第三任武将的选拔程序。武千代是愚蠢的，他的弟弟邦一代是聪明的。在这个动荡的世界中，第三代军事指挥官们面临着满足日本和意大利学校“大忍者震动”要求的挑战。家康决定从各个家族中选出最有天赋的10名忍者，一个人进步过程中生死攸关的最大决定，两个派别之一的名字，其中一个是成功的祝福，一个是千年的财富，另一个则是军队的支持者。 
“不征服条款”是由当时在学校的、也是学校主人的上一代服部所写的。两派瞬间朝一个方向跑去，然后死掉。与此同时，玄之介的儿子降生了，他的妻子嫁给了他的妻子，他嫁给了一个无奈自杀的男人……",7.683272155
693,草莓棉花糖 OVA 第1期,"电视剧播出后，Geneon Entertainment 制作并发行了三卷。除了主音频之外，还包括配音演员的音频解说（以下简称AC）。
第1卷「Keshiki」（2007年2月23日发售，GNBA-1214，AC=千叶佐子/折笠芙美子）
第2卷「Always」（2007年3月28日发售，GNBA-1212，AC=川澄绫子/能登麻美子）
第 3 卷“日常”（2007 年 4 月 25 日发行，GNBA-1213，AC = Hitomi Namatenme/Sako Chiba）",7.706015038
37873,CLANNAD 另一个世界 智代篇,三坂高中的初中生冈崎朋也是同校学生的不良少年。青春的爱，爱，和平，幸福。现任学生会主席拓智代能够同时向同学们表示祝贺，而其他未能同时出席的日本朋友则带来了周边的语言和语言，而学校校长也特别做了笔记。到了日本之后，智也和日千代都没能有机会来看望他。其原因与友也的情况类似，学生会长也无法说明情况。,7.700172225
1890,最终幻想VII：降临之子,"故事要追溯到1997年，《最终幻想7》终于开始了。2000年，世界还处于和平时期，“星痕综合症”疾病开始蔓延，世界再次陷入危机。与此同时，世界被拯救，英雄战胜世界，过着孤独的生活……
故事讲述主角是星辰星球入侵巨石两年后，萨菲罗斯被推翻，各地出现神秘疾病“星痕综合症”的病例。艾丽丝死后，主角胜利（克劳德）和艾丽丝死后，便利死。有一天，突然出现了一个神秘的三人团体，该团体被直接从节目中删除了……",7.659529554
3292,热带雨林的爆笑生活DELUXE,第1部 OVA《热雨林爆将生活DELUXE》（以下简称DELUXE）于2002年底至2003年初制作，共12卷（6卷）,7.782988004
918,草莓棉花糖 OVA 第2期,"《一护流氓兔安可》（全2卷）
VOL.01 2009年1月23日发布
VOL.02 2009年3月25日发布",7.690652819
3960,DARKER THAN BLACK -黑之契约者- 外传,"《DARKER THAN BLACK 黑契约者外传》是连接“黑契约者”与“流星双胞胎”之间空白两年的4话新OVA。
时隔两年的《Black Contract Holder》和《Ryusei Twins》系列，以及第四辑《DARKER THAN BLACK -Black Contract Holder- Outer》的新OVA",7.622309711
97305,剧场版 空之境界 未来福音 extra chorus,"与《剧场版空之境界：未来福音》同时上映的作品。收录于 2008 年以《空之境界》系列原作者奈须 Kinoko 和竹内隆的同人圈名称“Takehoki”出版的《空之境界未来福音》（2 部小说、3 部漫画）中。改编自竹内贵漫画《1998》三卷的动画。

1998年8月，藤野与一浅战斗，内天觉醒后，黑人勘哉也在场，他也是一只黑猫。在战斗中，我失去了左手，左手和手臂都感到疼痛。
1998年10月，丽园女子学校的学生宫月被赋予了建议好友安藤优子去死的责任，宫月的人生印象被终结。这时，与一树同校的学生浅上藤野出现了。
1998年12月，除夕夜，黑头花屋和两年多的神社祭典，在祭典进行到一半的时候，肯尼亚还没有把家里的黑猫献完。",7.685939197
1966,交响情人梦 巴黎篇,内容修订，原作漫画第10辑开始，描绘了《巴丽》中千秋新一和和田惠的故事。,7.723363286
394260,我心里危险的东西,患有初中重病的少年市川京太郎，世界上最不朽的学园的长角美少女山田安娜，以及首都每个妄想症患者的性生活。在第一次机缘巧合下，京太郎看到了安娜外星知识分子的一面，随着爱情故事的继续，京太郎的世界书房变成了两人互动的秘密基地。市川一步一步的观察，以及平时的“清隆和阳光”等角色，山田知性的一面……暗黑少年京太郎的初恋，萌芽了！一个美丽的女孩x一个男孩，相距不远的两个人，一次陌生的经历的相遇？青青学校的爱情故事开始了！,7.838977716
11602,飞屋环游记,"卡尔·弗雷德里克森（艾莉饰）是一个踏上冒险之旅的小男孩，并与艾莉产生了一段恋情，最后两个使者终生热爱成功。

别人都有一个梦想，需要一天的早上去探索南碧树的“梦幻瀑布”，但这是一个永远不会实现的梦想。到了最后，当老者的卡牌挂在空中的时候，那颗五面六色的气球就被放置在了天空之上。一个名叫拉塞尔的小个子，自称“荒野探险家”，是一个自称“荒野探险家”的小个子。

《奇幻瀑布》的故事是一个孩子被一个有爱心的孩子所吸引的故事。当剧团在森林中行走时，其他人并没有遇到大鸟（凯文），而一一只是谈论了狗的来访（达格）——探险家查尔斯·蒙茨（Charles Muntz），也是一个致力于他的人。目的。此时，老人正在远离自己梦想的土地……

本版第82版包含最佳动画片和最佳2页版。

易于使用的涂鸦（https://movie.douban.com/subject/2129039/）。",7.680594504
56846,起风了,该片讲述了0型战斗机机体设计师堀越二郎的故事，以及小说家堀龙雄的作品《风吹过》的故事，电影定于2017年夏季上映。 2013年。此外，男主角由角堀越次郎饰演，庵野秀明饰演新世纪福音战士的导演。,7.616360691
185792,小魔女学园,"在施展了儿时的魔法后，她得以实现成为女巫的梦想，并进入了著名的培养女巫的学校“俄罗斯魔法学校”。
新的城堡，新的学校生活，还有新的朋友。自从女巫学校的训练课程之后，就有很多魔法课等等等等，但是女巫学校的中学训练课程却只有那么几个。
这是Shoru Na出版的书中魔女第一步的开始。",7.668446412
36004,日常 OAD,"京阿尼新动画《日常生活》定档，OAD先于TV版，接下来是宣传方式，OAD版提前公布，3月最新漫画在TV版播出时间中发布。 2011年4月决定，并于2011年4月宣布正式启动。
除了即将发售的OAD《日常0集》外，本作已正式确认为PSP游戏企划，并将在正在播出的《日常RADIO》中播出。 
2011年3月，OAD第0版以DVD形式发行，并出版了原作漫画第6卷。",7.708446866
18882,幻想嘉年华,"长期以来，饮酒村里的猫很多，而且有一群猫。只要知道别人的话可以用，在事情败北的那一刻，终极凶猛的一方很快就会到来。
冬木市再次回归，魔法队与“世界杯大赛”同场竞技，其中包括四郎、Saber、春坂凛、Archer、葛城宗一郎、Rider等，是一个有着不同风格的小组织。团体赛和世界杯的野心是不可避免的。但第一轮要改变人数，赢球、花牌、彩票、黑帽子等。
当现在的主人和缺席者在比赛中筋疲力尽时，整个杯子突然出现在主人面前。与世界杯无仇的四郎决定携带投射武器，在世界杯期间彻底逃脱，这可不是免费的。
邻家猫的到来，同次元村的魔法师第一个被杀，不可避免之地的正式开启是序幕。",7.611119936
332649,漂流少年,那是8月16日，一个炎热的夏日。一群初中三年级的学生加乐和人突然接触到了以前从未想象过的事件。乔拉本人是一位神秘的学生，木轮瑞穗和浅夫等36名学生同在同一所学校的同一组，在异次元中漂流。但与此同时，每一种“能力”都是与其他“能力”同时获得的。原因在于，超凡的人类能力和心灵的喜悦是与生俱来的，使用心灵的能力是不方便的，有能力做某事的人也是学生，而带来原始的人世界方法回到原来的世界。相互猜疑、无节制的嫉妒、对贪婪的支配。面对两、三名学生相遇时发生的致命事件，男孩女孩们突然被迫走上走过场，寻求新的生活。这个世界，平安时代的原本世界……,7.727012863
54675,小魔女学园,"文化厅青年动画师培养计划“Anime Mirai 2013”

一部小而成功的魔幻电影，敦子的魔法，并成功考入欧洲著名的女巫培训学校“俄罗斯魔法学校”。一开始的期望不太一样，每1000章都是统一干的，让敦子很失望。敦子努力打破观念、保守的氛围、敦子的神奇梦想和努力等等，还有自己周围的冷眼和嘲笑，以及遇到的学术和行业的种种。敦子是和西乐步的好朋友，而和西是敦子的直接支持者。
一名学生的日常生活中发生了一件重大事件。然而，解决事件的关键却完全掌握在敦子的手中！避难学校末日倒塌，敦子、落穗、城西陷入危机，悠即将离开！",7.604585265
165738,悠哉日常大王 Repeat OAD,同版OAD第10卷。,7.722689076
